序号,本地ID,中文名称,上游类型,运行分类,可装备,占装备槽,基础装备ID,合成组件ID,图标相对路径,声明SHA256,本地SHA256,交接三方一致,重复簇大小,重复IDs,重复Names,字节,宽,高,图像来源URL,来源页面URL,来源总表修订,远程HTTP,远程SHA256,远程=本地,尺寸一致,单页来源状态,页面标题,视觉联系表,视觉格位,视觉复核,图标身份结论,来源层级,冲突/边界,核对结果
101,currency_wars_equipment_103,永动机•特权,特权装备,privileged,是,是,currency_wars_equipment_064,,assets/currency_wars_equipment_icons/currency_wars_equipment_103.png,20f77f28e219c512cc588f109f488b5ea091da115a8a98ad2968abfc39b6ea7e,20f77f28e219c512cc588f109f488b5ea091da115a8a98ad2968abfc39b6ea7e,true,2,064；103,永动机；永动机•特权,32428,128,128,https://patchwiki.biligame.com/images/sr/9/90/q757o4d9skctjwjsmnow7zsyexw5le2.png,https://wiki.biligame.com/sr/%E6%B0%B8%E5%8A%A8%E6%9C%BA%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,20f77f28e219c512cc588f109f488b5ea091da115a8a98ad2968abfc39b6ea7e,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第1行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
102,currency_wars_equipment_104,流星飞翼•特权,特权装备,privileged,是,是,currency_wars_equipment_065,,assets/currency_wars_equipment_icons/currency_wars_equipment_104.png,563ed7f4a54407f1b8ee88e837789e264cb59f4cb17de0460115d5f747796d4b,563ed7f4a54407f1b8ee88e837789e264cb59f4cb17de0460115d5f747796d4b,true,2,065；104,流星飞翼；流星飞翼•特权,29579,128,128,https://patchwiki.biligame.com/images/sr/f/f0/alrn3tliluloz3vgqjrk499cd0w0da2.png,https://wiki.biligame.com/sr/%E6%B5%81%E6%98%9F%E9%A3%9E%E7%BF%BC%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,563ed7f4a54407f1b8ee88e837789e264cb59f4cb17de0460115d5f747796d4b,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第1行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
103,currency_wars_equipment_105,火力风暴潮•特权,特权装备,privileged,是,是,currency_wars_equipment_066,,assets/currency_wars_equipment_icons/currency_wars_equipment_105.png,3f53c178daa9ce82877b9e7bf4d39f0dcac781e269e892b800f0551c68d6f548,3f53c178daa9ce82877b9e7bf4d39f0dcac781e269e892b800f0551c68d6f548,true,2,066；105,火力风暴潮；火力风暴潮•特权,26355,128,128,https://patchwiki.biligame.com/images/sr/e/e4/procmtsk0qooo58ce92in7h1z2v9tv0.png,https://wiki.biligame.com/sr/%E7%81%AB%E5%8A%9B%E9%A3%8E%E6%9A%B4%E6%BD%AE%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,3f53c178daa9ce82877b9e7bf4d39f0dcac781e269e892b800f0551c68d6f548,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第1行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
104,currency_wars_equipment_106,热血沸腾拳•特权,特权装备,privileged,是,是,currency_wars_equipment_067,,assets/currency_wars_equipment_icons/currency_wars_equipment_106.png,111a5d051a9c8ceea2486d22098c6f919130418e525d151f6098ce9fa1625389,111a5d051a9c8ceea2486d22098c6f919130418e525d151f6098ce9fa1625389,true,2,067；106,热血沸腾拳；热血沸腾拳•特权,32281,128,128,https://patchwiki.biligame.com/images/sr/f/f1/t7w5i6ofsl91u1vognn688cpmp6ubi3.png,https://wiki.biligame.com/sr/%E7%83%AD%E8%A1%80%E6%B2%B8%E8%85%BE%E6%8B%B3%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,111a5d051a9c8ceea2486d22098c6f919130418e525d151f6098ce9fa1625389,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第1行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
105,currency_wars_equipment_107,物质分解液•特权,特权装备,privileged,是,是,currency_wars_equipment_068,,assets/currency_wars_equipment_icons/currency_wars_equipment_107.png,4204a0b84679223ecf29a6ca036e6aa95957cf6cd33512c64e55e6ae576dbb2e,4204a0b84679223ecf29a6ca036e6aa95957cf6cd33512c64e55e6ae576dbb2e,true,2,068；107,物质分解液；物质分解液•特权,25438,128,128,https://patchwiki.biligame.com/images/sr/7/74/owez3qwb6fk9kcaoslr3tz116fhqblr.png,https://wiki.biligame.com/sr/%E7%89%A9%E8%B4%A8%E5%88%86%E8%A7%A3%E6%B6%B2%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,4204a0b84679223ecf29a6ca036e6aa95957cf6cd33512c64e55e6ae576dbb2e,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第1行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
106,currency_wars_equipment_108,生命之环•特权,特权装备,privileged,是,是,currency_wars_equipment_069,,assets/currency_wars_equipment_icons/currency_wars_equipment_108.png,f61a5944c98c2e3d9db314585345c0e673df145de7ce9ba27cea447c8d9d2220,f61a5944c98c2e3d9db314585345c0e673df145de7ce9ba27cea447c8d9d2220,true,2,069；108,生命之环；生命之环•特权,33094,128,128,https://patchwiki.biligame.com/images/sr/b/ba/r6bi8e7h04qglgienze9g5nbz625m97.png,https://wiki.biligame.com/sr/%E7%94%9F%E5%91%BD%E4%B9%8B%E7%8E%AF%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,f61a5944c98c2e3d9db314585345c0e673df145de7ce9ba27cea447c8d9d2220,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第2行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
107,currency_wars_equipment_109,电光履•特权,特权装备,privileged,是,是,currency_wars_equipment_070,,assets/currency_wars_equipment_icons/currency_wars_equipment_109.png,88a4334ec2c83711532325576281581f338b1b709b968407b0c90458cf2b63b8,88a4334ec2c83711532325576281581f338b1b709b968407b0c90458cf2b63b8,true,2,070；109,电光履；电光履•特权,29134,128,128,https://patchwiki.biligame.com/images/sr/3/37/kwytpntq59eppt02fspkrfkxg0zt8h8.png,https://wiki.biligame.com/sr/%E7%94%B5%E5%85%89%E5%B1%A5%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,88a4334ec2c83711532325576281581f338b1b709b968407b0c90458cf2b63b8,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第2行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
108,currency_wars_equipment_110,电磁弹射器•特权,特权装备,privileged,是,是,currency_wars_equipment_071,,assets/currency_wars_equipment_icons/currency_wars_equipment_110.png,4a5f98d5703c2f8ec46dd348a41161178ef6976ea790711cc3bef4331708ec47,4a5f98d5703c2f8ec46dd348a41161178ef6976ea790711cc3bef4331708ec47,true,2,071；110,电磁弹射器；电磁弹射器•特权,32555,128,128,https://patchwiki.biligame.com/images/sr/4/45/ok0fy6uy98drftzv20o7k5djfhbshnv.png,https://wiki.biligame.com/sr/%E7%94%B5%E7%A3%81%E5%BC%B9%E5%B0%84%E5%99%A8%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,4a5f98d5703c2f8ec46dd348a41161178ef6976ea790711cc3bef4331708ec47,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第2行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
109,currency_wars_equipment_111,痛觉阻断芯片•特权,特权装备,privileged,是,是,currency_wars_equipment_072,,assets/currency_wars_equipment_icons/currency_wars_equipment_111.png,0e381740b644f074d8d57a640343a5197bba7c3469149f96c7d6bae8ea2d124b,0e381740b644f074d8d57a640343a5197bba7c3469149f96c7d6bae8ea2d124b,true,2,072；111,痛觉阻断芯片；痛觉阻断芯片•特权,29438,128,128,https://patchwiki.biligame.com/images/sr/3/39/6549yh6pqolczbqqxp02vqdjmzfs7ke.png,https://wiki.biligame.com/sr/%E7%97%9B%E8%A7%89%E9%98%BB%E6%96%AD%E8%8A%AF%E7%89%87%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,0e381740b644f074d8d57a640343a5197bba7c3469149f96c7d6bae8ea2d124b,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第2行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
110,currency_wars_equipment_112,碎星斩舰刀•特权,特权装备,privileged,是,是,currency_wars_equipment_073,,assets/currency_wars_equipment_icons/currency_wars_equipment_112.png,bc53b2f878f643ce96519b04075f5e3d9301249e8c703dbeafc2c83098710fea,bc53b2f878f643ce96519b04075f5e3d9301249e8c703dbeafc2c83098710fea,true,2,073；112,碎星斩舰刀；碎星斩舰刀•特权,31837,128,128,https://patchwiki.biligame.com/images/sr/6/6b/4tp5deflxs90qowulzea1284u7y5xj7.png,https://wiki.biligame.com/sr/%E7%A2%8E%E6%98%9F%E6%96%A9%E8%88%B0%E5%88%80%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,bc53b2f878f643ce96519b04075f5e3d9301249e8c703dbeafc2c83098710fea,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第2行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
111,currency_wars_equipment_113,绝对热量•特权,特权装备,privileged,是,是,currency_wars_equipment_074,,assets/currency_wars_equipment_icons/currency_wars_equipment_113.png,b7715ddb5c9dea4d24897d8f80a1c790c272ce6cbfa1ab336a6078c379b610d2,b7715ddb5c9dea4d24897d8f80a1c790c272ce6cbfa1ab336a6078c379b610d2,true,2,074；113,绝对热量；绝对热量•特权,30024,128,128,https://patchwiki.biligame.com/images/sr/7/7d/44folvfa971o8gov65thbnxgum3u1f2.png,https://wiki.biligame.com/sr/%E7%BB%9D%E5%AF%B9%E7%83%AD%E9%87%8F%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,b7715ddb5c9dea4d24897d8f80a1c790c272ce6cbfa1ab336a6078c379b610d2,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第3行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
112,currency_wars_equipment_114,胜利之旗•特权,特权装备,privileged,是,是,currency_wars_equipment_075,,assets/currency_wars_equipment_icons/currency_wars_equipment_114.png,a7992e1a9bc95462f233d13ad4619571c80b69e62ddca7f14275f4abd006ea90,a7992e1a9bc95462f233d13ad4619571c80b69e62ddca7f14275f4abd006ea90,true,2,075；114,胜利之旗；胜利之旗•特权,25775,128,128,https://patchwiki.biligame.com/images/sr/0/0c/535v3d7kzwbgfxudq0forup9v3chxok.png,https://wiki.biligame.com/sr/%E8%83%9C%E5%88%A9%E4%B9%8B%E6%97%97%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,a7992e1a9bc95462f233d13ad4619571c80b69e62ddca7f14275f4abd006ea90,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第3行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
113,currency_wars_equipment_115,自适应外骨骼•特权,特权装备,privileged,是,是,currency_wars_equipment_076,,assets/currency_wars_equipment_icons/currency_wars_equipment_115.png,4f0536a5df57dbb1fd94fa4688a2da232f7e20347f9810ad0d3633404917eaac,4f0536a5df57dbb1fd94fa4688a2da232f7e20347f9810ad0d3633404917eaac,true,2,076；115,自适应外骨骼；自适应外骨骼•特权,34365,128,128,https://patchwiki.biligame.com/images/sr/9/94/es524rclnsrht795b56rnt1nfxkvjln.png,https://wiki.biligame.com/sr/%E8%87%AA%E9%80%82%E5%BA%94%E5%A4%96%E9%AA%A8%E9%AA%BC%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,4f0536a5df57dbb1fd94fa4688a2da232f7e20347f9810ad0d3633404917eaac,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第3行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
114,currency_wars_equipment_116,蓄能帆•特权,特权装备,privileged,是,是,currency_wars_equipment_077,,assets/currency_wars_equipment_icons/currency_wars_equipment_116.png,33121ab041df3a0573fb638f4687c2dabd116e0ba6f4ae08d6a0839d25affe9c,33121ab041df3a0573fb638f4687c2dabd116e0ba6f4ae08d6a0839d25affe9c,true,2,077；116,蓄能帆；蓄能帆•特权,34741,128,128,https://patchwiki.biligame.com/images/sr/5/5d/50olq8xte3l0aeuagqh7l3gcu0hmjm6.png,https://wiki.biligame.com/sr/%E8%93%84%E8%83%BD%E5%B8%86%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,33121ab041df3a0573fb638f4687c2dabd116e0ba6f4ae08d6a0839d25affe9c,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第3行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
115,currency_wars_equipment_117,虫洞掘进钻头•特权,特权装备,privileged,是,是,currency_wars_equipment_078,,assets/currency_wars_equipment_icons/currency_wars_equipment_117.png,5468037f10a03db79db0ff7fd5c64de648cc4a5e9459279826d25a2e9d083302,5468037f10a03db79db0ff7fd5c64de648cc4a5e9459279826d25a2e9d083302,true,2,078；117,虫洞掘进钻头；虫洞掘进钻头•特权,32726,128,128,https://patchwiki.biligame.com/images/sr/a/a2/7alriyktsxdl43fuoc5z3hkqog26m5l.png,https://wiki.biligame.com/sr/%E8%99%AB%E6%B4%9E%E6%8E%98%E8%BF%9B%E9%92%BB%E5%A4%B4%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,5468037f10a03db79db0ff7fd5c64de648cc4a5e9459279826d25a2e9d083302,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第3行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
116,currency_wars_equipment_118,行星钻地弹•特权,特权装备,privileged,是,是,currency_wars_equipment_079,,assets/currency_wars_equipment_icons/currency_wars_equipment_118.png,057093a212c7dc7196a410cd1fae91fec7bd4e34113ea1ffe0fd38573350dc11,057093a212c7dc7196a410cd1fae91fec7bd4e34113ea1ffe0fd38573350dc11,true,2,079；118,行星钻地弹；行星钻地弹•特权,26340,128,128,https://patchwiki.biligame.com/images/sr/3/33/4hbqrn3pq600ijf5mkqpqzdeude4h5i.png,https://wiki.biligame.com/sr/%E8%A1%8C%E6%98%9F%E9%92%BB%E5%9C%B0%E5%BC%B9%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,057093a212c7dc7196a410cd1fae91fec7bd4e34113ea1ffe0fd38573350dc11,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第4行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
117,currency_wars_equipment_119,追逐星辰•特权,特权装备,privileged,是,是,currency_wars_equipment_080,,assets/currency_wars_equipment_icons/currency_wars_equipment_119.png,ef05ef9c99143308d34121776f49b584f899a13afff12bc3d8ae58c6acac8898,ef05ef9c99143308d34121776f49b584f899a13afff12bc3d8ae58c6acac8898,true,2,080；119,追逐星辰；追逐星辰•特权,33526,128,128,https://patchwiki.biligame.com/images/sr/7/70/b0d8lme3910kdmbez1qs905zlxudaz6.png,https://wiki.biligame.com/sr/%E8%BF%BD%E9%80%90%E6%98%9F%E8%BE%B0%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,ef05ef9c99143308d34121776f49b584f899a13afff12bc3d8ae58c6acac8898,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第4行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
118,currency_wars_equipment_120,闪光手榴弹•特权,特权装备,privileged,是,是,currency_wars_equipment_081,,assets/currency_wars_equipment_icons/currency_wars_equipment_120.png,014ef547bca716049301e771bb5f9ff025777d31210818901237269f6872a98b,014ef547bca716049301e771bb5f9ff025777d31210818901237269f6872a98b,true,2,081；120,闪光手榴弹；闪光手榴弹•特权,31824,128,128,https://patchwiki.biligame.com/images/sr/8/84/kubtrv6ger3f7d36hfttomyu0smwfvk.png,https://wiki.biligame.com/sr/%E9%97%AA%E5%85%89%E6%89%8B%E6%A6%B4%E5%BC%B9%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,014ef547bca716049301e771bb5f9ff025777d31210818901237269f6872a98b,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第4行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
119,currency_wars_equipment_121,随便骰子•特权,特权装备,privileged,是,是,currency_wars_equipment_082,,assets/currency_wars_equipment_icons/currency_wars_equipment_121.png,41503631a9126cb5eff4a7386e577541e7a29c980222264e131febf96517b31b,41503631a9126cb5eff4a7386e577541e7a29c980222264e131febf96517b31b,true,2,082；121,随便骰子；随便骰子•特权,24563,128,128,https://patchwiki.biligame.com/images/sr/3/3d/2r86qfn8jis73yz7ymp1keg0ljkppe8.png,https://wiki.biligame.com/sr/%E9%9A%8F%E4%BE%BF%E9%AA%B0%E5%AD%90%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,41503631a9126cb5eff4a7386e577541e7a29c980222264e131febf96517b31b,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第4行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
120,currency_wars_equipment_122,高周波电锯•特权,特权装备,privileged,是,是,currency_wars_equipment_083,,assets/currency_wars_equipment_icons/currency_wars_equipment_122.png,68bb0c44f85d14e6d41ada9323292b90c02acd6ff956315e456b912f73c8bf4e,68bb0c44f85d14e6d41ada9323292b90c02acd6ff956315e456b912f73c8bf4e,true,2,083；122,高周波电锯；高周波电锯•特权,30328,128,128,https://patchwiki.biligame.com/images/sr/9/9a/295dp1qdznous57998ddav5rpftk3q2.png,https://wiki.biligame.com/sr/%E9%AB%98%E5%91%A8%E6%B3%A2%E7%94%B5%E9%94%AF%E2%80%A2%E7%89%B9%E6%9D%83,99085,200,68bb0c44f85d14e6d41ada9323292b90c02acd6ff956315e456b912f73c8bf4e,true,true,HTTP 200 反爬占位页,,equipment-contact-06.png,第4行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,同图多ID；识别时必须保留CandidateIds/Unknown，不得强收敛,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,仅凭图标无法区分本簇具体ID,图标一致；具体ID不唯一
121,currency_wars_equipment_123,仙舟星徽,阵营星徽,faction_emblem,是,是,,currency_wars_equipment_084；currency_wars_equipment_044,assets/currency_wars_equipment_icons/currency_wars_equipment_123.png,38a5e8c5f8a6501e4f39d29f089f8285f6c436da2e3565efb22ebb032fc10ead,38a5e8c5f8a6501e4f39d29f089f8285f6c436da2e3565efb22ebb032fc10ead,true,1,123,仙舟星徽,27148,128,128,https://patchwiki.biligame.com/images/sr/2/2b/dtb6cawn7laskup2sv7snm7j61d5hf7.png,https://wiki.biligame.com/sr/%E4%BB%99%E8%88%9F%E6%98%9F%E5%BE%BD,99085,200,38a5e8c5f8a6501e4f39d29f089f8285f6c436da2e3565efb22ebb032fc10ead,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第1行第1列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
122,currency_wars_equipment_124,列车同行星徽,阵营星徽,faction_emblem,是,是,,,assets/currency_wars_equipment_icons/currency_wars_equipment_124.png,2869b5b66d622304f025a8128beea24990f68ece240482a1765a59a6301e70b3,2869b5b66d622304f025a8128beea24990f68ece240482a1765a59a6301e70b3,true,1,124,列车同行星徽,25846,128,128,https://patchwiki.biligame.com/images/sr/c/c6/tkj5rv3wtbmt6wa5uplhrxam2j0oyow.png,https://wiki.biligame.com/sr/%E5%88%97%E8%BD%A6%E5%90%8C%E8%A1%8C%E6%98%9F%E5%BE%BD,99085,200,2869b5b66d622304f025a8128beea24990f68ece240482a1765a59a6301e70b3,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第1行第2列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
123,currency_wars_equipment_125,夜之半神星徽,阵营星徽,faction_emblem,是,是,,currency_wars_equipment_084；currency_wars_equipment_042,assets/currency_wars_equipment_icons/currency_wars_equipment_125.png,aa71050e1b417b0fd8e55512fbbc3a97d5cf5c0b53d8b92ffca2f775c3a8e688,aa71050e1b417b0fd8e55512fbbc3a97d5cf5c0b53d8b92ffca2f775c3a8e688,true,1,125,夜之半神星徽,25909,128,128,https://patchwiki.biligame.com/images/sr/6/63/lbdmz7g25pygp32wxfvrj3qstk47c39.png,https://wiki.biligame.com/sr/%E5%A4%9C%E4%B9%8B%E5%8D%8A%E7%A5%9E%E6%98%9F%E5%BE%BD,99085,200,aa71050e1b417b0fd8e55512fbbc3a97d5cf5c0b53d8b92ffca2f775c3a8e688,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第1行第3列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
124,currency_wars_equipment_126,星间旅人星徽,阵营星徽,faction_emblem,是,是,,currency_wars_equipment_084；currency_wars_equipment_040,assets/currency_wars_equipment_icons/currency_wars_equipment_126.png,c16bcfcf474563dc9990b04fe05763aff710c3d8faed01b11adc4ddf9d2410bc,c16bcfcf474563dc9990b04fe05763aff710c3d8faed01b11adc4ddf9d2410bc,true,1,126,星间旅人星徽,26082,128,128,https://patchwiki.biligame.com/images/sr/5/55/o1i8w4wb2rvqrhv8f2jjagfvo24v784.png,https://wiki.biligame.com/sr/%E6%98%9F%E9%97%B4%E6%97%85%E4%BA%BA%E6%98%9F%E5%BE%BD,99085,200,c16bcfcf474563dc9990b04fe05763aff710c3d8faed01b11adc4ddf9d2410bc,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第1行第4列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
125,currency_wars_equipment_127,昼之半神星徽,阵营星徽,faction_emblem,是,是,,currency_wars_equipment_084；currency_wars_equipment_046,assets/currency_wars_equipment_icons/currency_wars_equipment_127.png,dccf11fdb09f71f7f570f079cfd58863fd7757dad39bdba3ff03eee4349c0c56,dccf11fdb09f71f7f570f079cfd58863fd7757dad39bdba3ff03eee4349c0c56,true,1,127,昼之半神星徽,26680,128,128,https://patchwiki.biligame.com/images/sr/a/a3/9p2645jqpndr6gmn7zybd1h0xo8ym68.png,https://wiki.biligame.com/sr/%E6%98%BC%E4%B9%8B%E5%8D%8A%E7%A5%9E%E6%98%9F%E5%BE%BD,99085,200,dccf11fdb09f71f7f570f079cfd58863fd7757dad39bdba3ff03eee4349c0c56,true,true,HTTP 200 反爬占位页,,equipment-contact-07.png,第1行第5列,逐项可见；未见空白、破损、异常裁切或相邻错位,本地哈希唯一；未发现图标与名称错位,BWIKI oldid=99085+PatchWiki；米游社官方资料仅提供玩法或少量条目补充,单条详情页本轮受限流/反爬影响，未获得独立页面实证,图标/名称/来源无已发现冲突
